0.40 0.9998     -1.69464 1s27s   0 
0.41 0.9998     -1.67594 1s27s   0 
0.42 0.9998     -1.65668 1s27s   0 
0.43 0.9998     -1.63684 1s27s   0 
0.44 0.9998     -1.61643 1s27s   0 
0.45 0.9998     -1.59545 1s27s   0 
0.46 0.9997     -1.57389 1s27s   0 
0.47 0.9997     -1.55177 1s27s   0 
0.48 0.9997     -1.52907 1s27s   0 
0.49 0.9997     -1.50580 1s27s   0 
0.50 0.9996     -1.48196 1s27s   0 
0.51 0.9996     -1.45754 1s27s   0 
0.52 0.9995     -1.43256 1s27s   0 
0.53 0.9995     -1.40700 1s27s   0 
0.54 0.9994     -1.38087 1s27s   0 
0.55 0.9994     -1.35417 1s27s   0 
0.56 0.9993     -1.32690 1s27s   0 
0.57 0.9992     -1.29907 1s27s   0 
0.58 0.9991     -1.27066 1s27s   0 
0.59 0.9990     -1.24168 1s27s   0 
0.60 0.9989     -1.21214 1s27s   0 
0.61 0.9988     -1.18203 1s27s   0 
0.62 0.9986     -1.15135 1s27s   0 
0.63 0.9984     -1.12011 1s27s   0 
0.64 0.9981     -1.08831 1s27s   0 
0.65 0.9978     -1.05595 1s27s   0 
